<name>,<date>,<time>,<open>,<high>,<low>,<close>,<volume>,<o/i>
Сбербанк,10/17/17,00:00,197.30,198.00,196.07,197.20,2623976,0
Сбербанк,10/18/17,00:00,197.50,197.89,194.01,195.31,4354704,0
Сбербанк,10/19/17,00:00,195.26,195.69,191.81,192.20,4035972,0
Сбербанк,10/20/17,00:00,193.60,194.14,192.23,192.97,2900273,0
Сбербанк,10/23/17,00:00,193.41,193.64,190.82,192.34,2694988,0
Сбербанк,10/24/17,00:00,191.64,192.92,190.13,192.50,2826214,0
Сбербанк,10/25/17,00:00,193.00,194.37,192.04,192.04,3230342,0
Сбербанк,10/26/17,00:00,192.65,193.50,190.72,192.75,2563466,0
Сбербанк,10/27/17,00:00,193.53,196.18,192.87,196.05,4679659,0
Сбербанк,10/30/17,00:00,196.32,197.70,195.00,195.00,3193671,0
Сбербанк,10/31/17,00:00,194.81,196.36,193.80,193.80,2564369,0
Сбербанк,11/01/17,00:00,194.49,197.05,193.33,194.05,4029263,0
Сбербанк,11/02/17,00:00,193.78,195.12,192.38,193.85,3374705,0
Сбербанк,11/03/17,00:00,194.77,195.75,193.20,193.80,3061588,0
Сбербанк,11/07/17,00:00,196.50,206.70,195.56,205.96,13517441,0
Сбербанк,11/08/17,00:00,205.95,211.77,204.06,209.09,8829479,0
Сбербанк,11/09/17,00:00,209.51,221.50,209.12,220.05,11664898,0
Сбербанк,11/10/17,00:00,221.00,229.40,216.61,217.70,14357000,0
Сбербанк,11/13/17,00:00,217.70,223.99,215.78,216.61,5094398,0
Сбербанк,11/14/17,00:00,216.50,222.20,215.96,221.40,4590539,0
Сбербанк,11/15/17,00:00,222.50,227.75,221.54,225.95,7221251,0
Сбербанк,11/16/17,00:00,227.79,228.58,219.09,227.50,8586311,0
Сбербанк,11/17/17,00:00,227.90,228.00,224.10,225.65,3795879,0
Сбербанк,11/20/17,00:00,225.70,225.97,223.16,224.60,1885328,0
Сбербанк,11/21/17,00:00,225.50,232.99,224.07,231.00,7757346,0
Сбербанк,11/22/17,00:00,231.89,233.95,228.38,230.25,4593216,0
Сбербанк,11/23/17,00:00,230.26,230.99,225.06,225.56,4114044,0
Сбербанк,11/24/17,00:00,225.40,228.00,222.15,228.00,4427725,0
Сбербанк,11/27/17,00:00,228.40,229.04,225.00,226.76,2402627,0
Сбербанк,11/28/17,00:00,221.00,230.00,221.00,230.00,4090137,0
Сбербанк,11/29/17,00:00,230.10,231.50,226.70,228.20,3434096,0
Сбербанк,11/30/17,00:00,228.00,228.92,222.35,224.35,4612287,0
Сбербанк,12/01/17,00:00,224.50,225.76,220.76,221.50,3998391,0
Сбербанк,12/04/17,00:00,222.00,226.00,219.55,224.60,4515524,0
Сбербанк,12/05/17,00:00,224.00,224.55,222.00,223.91,2788563,0
Сбербанк,12/06/17,00:00,222.65,224.90,221.57,223.75,2313653,0
Сбербанк,12/07/17,00:00,223.83,224.79,219.23,219.81,3822888,0
Сбербанк,12/08/17,00:00,219.90,223.00,219.61,220.89,2832495,0
Сбербанк,12/11/17,00:00,221.40,227.69,221.10,227.69,3453966,0
Сбербанк,12/12/17,00:00,229.00,230.50,226.11,227.90,3973959,0
Сбербанк,12/13/17,00:00,227.30,228.33,220.54,221.80,6157622,0
Сбербанк,12/14/17,00:00,222.11,229.90,221.10,229.90,5563289,0
Сбербанк,12/15/17,00:00,228.90,229.79,225.57,226.53,4252920,0
Сбербанк,12/18/17,00:00,227.49,228.90,225.70,227.40,2451957,0
Сбербанк,12/19/17,00:00,227.99,228.50,223.50,224.10,3499183,0
Сбербанк,12/20/17,00:00,224.28,226.68,222.70,226.00,3419908,0
Сбербанк,12/21/17,00:00,226.46,227.39,222.35,223.60,3475026,0
Сбербанк,12/22/17,00:00,223.68,224.64,221.12,221.44,2152431,0
Сбербанк,12/25/17,00:00,222.22,223.90,221.65,223.30,1118321,0
Сбербанк,12/26/17,00:00,223.90,223.98,221.00,223.57,1230359,0
Сбербанк,12/27/17,00:00,224.01,227.20,223.10,226.98,3010122,0
Сбербанк,12/28/17,00:00,226.90,227.17,223.00,224.20,2407894,0
Сбербанк,12/29/17,00:00,224.12,226.20,223.27,225.20,1891986,0
Сбербанк,01/03/18,00:00,226.88,232.70,226.35,231.90,3454962,0
Сбербанк,01/04/18,00:00,232.13,239.50,231.00,238.80,5359852,0
Сбербанк,01/05/18,00:00,238.89,239.95,236.70,238.60,3157919,0
Сбербанк,01/09/18,00:00,239.03,243.76,239.01,240.40,5317233,0
Сбербанк,01/10/18,00:00,240.40,241.25,237.06,237.76,3937172,0
Сбербанк,01/11/18,00:00,237.76,240.88,235.21,239.00,4306763,0
Сбербанк,01/12/18,00:00,238.92,239.00,236.05,237.75,3089586,0
Сбербанк,01/15/18,00:00,239.00,240.97,238.00,238.85,2568172,0
Сбербанк,01/16/18,00:00,239.01,240.00,236.01,239.64,2547538,0
Сбербанк,01/17/18,00:00,238.62,239.82,236.53,239.82,3052207,0
Сбербанк,01/18/18,00:00,240.50,246.69,240.00,245.50,6415665,0
Сбербанк,01/19/18,00:00,245.15,245.98,240.68,242.45,3899699,0
Сбербанк,01/22/18,00:00,242.97,244.89,241.41,243.99,2509897,0
Сбербанк,01/23/18,00:00,244.77,246.25,241.67,244.40,4397821,0
Сбербанк,01/24/18,00:00,244.20,247.53,242.32,247.53,3118019,0
Сбербанк,01/25/18,00:00,247.90,251.65,247.58,250.64,5499521,0
Сбербанк,01/26/18,00:00,249.30,251.23,245.93,247.00,3523190,0
Сбербанк,01/29/18,00:00,247.50,250.79,246.00,250.48,4918640,0
Сбербанк,01/30/18,00:00,248.53,258.96,247.91,257.80,6562224,0
Сбербанк,01/31/18,00:00,257.50,264.79,255.70,264.50,6370792,0
Сбербанк,02/01/18,00:00,265.00,270.30,260.60,263.20,7304124,0
Сбербанк,02/02/18,00:00,263.69,264.83,256.20,257.32,6465716,0
Сбербанк,02/05/18,00:00,254.85,258.29,252.60,255.64,4592695,0
Сбербанк,02/06/18,00:00,250.00,262.55,248.10,258.94,8598211,0
Сбербанк,02/07/18,00:00,263.90,264.37,256.26,257.58,5364105,0
Сбербанк,02/08/18,00:00,256.40,259.76,253.19,253.19,3719830,0
Сбербанк,02/09/18,00:00,249.03,252.89,244.13,250.11,8198471,0
Сбербанк,02/12/18,00:00,253.00,256.36,251.67,255.05,4181794,0
Сбербанк,02/13/18,00:00,255.87,258.62,254.70,258.30,4373336,0
Сбербанк,02/14/18,00:00,259.07,263.37,257.26,262.03,6044241,0
Сбербанк,02/15/18,00:00,267.53,268.77,264.00,264.58,6090749,0
Сбербанк,02/16/18,00:00,265.97,267.97,263.11,266.99,5193121,0
Сбербанк,02/19/18,00:00,267.00,270.00,265.30,266.85,2417139,0
Сбербанк,02/20/18,00:00,266.85,267.80,264.72,267.22,2475009,0
Сбербанк,02/21/18,00:00,266.05,279.20,266.05,279.20,7037407,0
Сбербанк,02/22/18,00:00,277.99,279.50,275.52,277.49,5075174,0
Сбербанк,02/26/18,00:00,279.00,285.00,278.59,279.97,6773326,0
Сбербанк,02/27/18,00:00,280.82,280.99,276.61,278.21,4000696,0
Сбербанк,02/28/18,00:00,276.00,277.41,272.00,272.40,5301295,0
Сбербанк,03/01/18,00:00,270.98,277.00,270.90,275.00,3897986,0
Сбербанк,03/02/18,00:00,274.40,275.50,268.56,273.00,4602788,0
Сбербанк,03/05/18,00:00,273.70,278.84,273.50,277.00,3410900,0
Сбербанк,03/06/18,00:00,278.50,281.50,274.03,274.03,4060546,0
Сбербанк,03/07/18,00:00,272.99,276.72,270.15,274.00,4999892,0
Сбербанк,03/09/18,00:00,274.55,275.48,270.61,274.60,2635186,0
Сбербанк,03/12/18,00:00,276.05,277.30,273.55,274.30,2371037,0
Сбербанк,03/13/18,00:00,274.00,275.93,272.66,273.95,3464384,0
Сбербанк,03/14/18,00:00,273.00,273.40,262.11,262.50,6177966,0
Сбербанк,03/15/18,00:00,263.00,264.61,253.29,254.51,7805439,0
Сбербанк,03/16/18,00:00,255.29,257.98,249.76,256.15,9187096,0
Сбербанк,03/19/18,00:00,257.80,259.81,250.01,255.00,4250210,0
Сбербанк,03/20/18,00:00,255.98,257.34,250.40,257.15,6296681,0
Сбербанк,03/21/18,00:00,258.00,270.00,257.23,268.88,6990993,0
Сбербанк,03/22/18,00:00,269.97,271.80,264.10,265.50,5555015,0
Сбербанк,03/23/18,00:00,259.02,264.25,259.02,262.00,4628506,0
Сбербанк,03/26/18,00:00,262.00,264.87,255.00,255.00,5690372,0
Сбербанк,03/27/18,00:00,256.99,258.43,252.27,258.00,4516338,0
Сбербанк,03/28/18,00:00,255.50,256.12,250.75,251.50,4375424,0
Сбербанк,03/29/18,00:00,252.12,255.60,252.12,252.90,3362512,0
Сбербанк,03/30/18,00:00,254.00,254.49,252.80,253.57,1091216,0
Сбербанк,04/02/18,00:00,253.58,258.34,249.99,249.99,3543663,0
Сбербанк,04/03/18,00:00,250.01,251.93,245.38,251.60,6380671,0
Сбербанк,04/04/18,00:00,252.21,255.77,249.09,255.69,5205184,0
Сбербанк,04/05/18,00:00,257.25,262.89,255.92,262.00,5277279,0
Сбербанк,04/06/18,00:00,260.64,262.32,256.01,256.76,4025609,0
Сбербанк,04/09/18,00:00,255.05,255.30,205.00,213.00,25001899,0
Сбербанк,04/10/18,00:00,211.24,224.47,197.00,214.80,25334687,0
Сбербанк,04/11/18,00:00,214.00,223.60,204.24,208.00,18565976,0
Сбербанк,04/12/18,00:00,214.55,218.39,208.50,212.21,12695492,0
Сбербанк,04/13/18,00:00,213.37,216.70,203.14,204.70,10692690,0
Сбербанк,04/16/18,00:00,199.36,208.00,191.50,192.06,19970486,0
Сбербанк,04/17/18,00:00,203.02,207.87,200.00,207.50,16990457,0
Сбербанк,04/18/18,00:00,209.00,219.93,208.25,215.87,17403949,0
Сбербанк,04/19/18,00:00,217.34,222.22,212.00,213.45,13353384,0
Сбербанк,04/20/18,00:00,214.00,216.27,212.13,215.36,5787171,0
Сбербанк,04/23/18,00:00,216.48,223.50,213.22,223.25,11694763,0
Сбербанк,04/24/18,00:00,225.90,228.43,221.30,223.00,8396111,0
Сбербанк,04/25/18,00:00,220.15,223.78,218.20,220.45,6967589,0
Сбербанк,04/26/18,00:00,221.57,222.59,216.00,220.70,7327761,0
Сбербанк,04/27/18,00:00,221.36,224.43,217.62,223.91,8194000,0
Сбербанк,04/28/18,00:00,224.40,224.99,222.40,224.80,1031445,0
Сбербанк,04/30/18,00:00,224.50,228.20,221.58,226.99,3935891,0
Сбербанк,05/02/18,00:00,224.22,230.00,224.02,229.02,4001784,0
Сбербанк,05/03/18,00:00,228.40,232.74,227.50,228.03,7962527,0
Сбербанк,05/04/18,00:00,229.58,230.94,225.70,228.55,4816314,0
Сбербанк,05/07/18,00:00,230.17,232.18,229.06,229.86,3727157,0
Сбербанк,05/08/18,00:00,227.79,228.48,224.50,226.70,5597254,0
Сбербанк,05/10/18,00:00,228.50,234.14,228.37,233.70,7219903,0
Сбербанк,05/11/18,00:00,234.35,237.95,233.74,235.72,5508074,0
Сбербанк,05/14/18,00:00,236.21,237.80,234.03,237.80,3477468,0
Сбербанк,05/15/18,00:00,237.50,237.50,230.40,231.39,5300953,0
Сбербанк,05/16/18,00:00,230.88,232.00,226.70,229.80,7016245,0
Сбербанк,05/17/18,00:00,230.01,231.25,226.05,226.05,4345571,0
Сбербанк,05/18/18,00:00,225.70,228.16,222.20,222.20,6033003,0
Сбербанк,05/21/18,00:00,223.79,226.80,223.55,226.21,3901080,0
Сбербанк,05/22/18,00:00,227.27,227.27,222.95,225.60,4326807,0
Сбербанк,05/23/18,00:00,223.11,224.07,221.00,221.00,4885465,0
Сбербанк,05/24/18,00:00,221.91,223.70,221.12,222.01,3721426,0
Сбербанк,05/25/18,00:00,222.51,223.48,219.00,220.00,5013784,0
Сбербанк,05/28/18,00:00,219.47,221.50,219.20,220.90,2318731,0
Сбербанк,05/29/18,00:00,220.50,222.13,217.10,219.00,3594072,0
Сбербанк,05/30/18,00:00,219.30,221.55,217.88,221.01,4862698,0
Сбербанк,05/31/18,00:00,221.98,224.35,220.00,222.36,6741513,0
Сбербанк,06/01/18,00:00,221.50,222.77,220.00,220.00,3553228,0
Сбербанк,06/04/18,00:00,221.13,222.67,218.57,220.00,3225620,0
Сбербанк,06/05/18,00:00,220.00,220.79,214.51,215.56,5136875,0
Сбербанк,06/06/18,00:00,216.00,218.19,214.65,217.90,3585777,0
Сбербанк,06/07/18,00:00,218.94,219.45,216.41,216.41,3248342,0
Сбербанк,06/08/18,00:00,216.00,217.00,210.25,210.95,6763224,0
Сбербанк,06/09/18,00:00,211.50,213.27,211.50,212.60,650846,0
Сбербанк,06/11/18,00:00,212.50,213.61,208.33,210.35,2826397,0
Сбербанк,06/13/18,00:00,211.23,216.13,209.63,215.00,4867561,0
Сбербанк,06/14/18,00:00,214.82,217.49,213.60,214.00,4273241,0
Сбербанк,06/15/18,00:00,213.90,215.00,207.90,209.36,8620988,0
Сбербанк,06/18/18,00:00,209.00,211.20,205.01,206.30,5427670,0
Сбербанк,06/19/18,00:00,204.00,206.77,202.11,206.00,5173462,0
Сбербанк,06/20/18,00:00,207.00,212.37,207.00,212.20,6099164,0
Сбербанк,06/21/18,00:00,212.25,214.16,208.62,210.40,6510297,0
Сбербанк,06/22/18,00:00,211.62,215.00,209.62,214.43,6756843,0
Сбербанк,06/25/18,00:00,204.50,206.94,202.51,202.51,5651698,0
Сбербанк,06/26/18,00:00,203.64,205.00,199.60,199.91,5474799,0
Сбербанк,06/27/18,00:00,201.85,209.33,198.55,207.95,8113477,0
Сбербанк,06/28/18,00:00,207.85,210.63,207.01,208.50,4687733,0
Сбербанк,06/29/18,00:00,210.10,218.30,210.09,218.00,7670766,0
Сбербанк,07/02/18,00:00,217.01,222.83,216.00,221.01,5521313,0
Сбербанк,07/03/18,00:00,221.01,222.45,217.10,218.45,3840173,0
Сбербанк,07/04/18,00:00,218.23,219.56,216.61,217.70,2027794,0
Сбербанк,07/05/18,00:00,217.50,224.54,216.85,224.54,5373730,0
Сбербанк,07/06/18,00:00,225.01,227.59,221.61,226.71,5524791,0
Сбербанк,07/09/18,00:00,228.50,231.24,228.20,230.00,5006982,0
Сбербанк,07/10/18,00:00,230.95,232.25,228.00,230.30,4334041,0
Сбербанк,07/11/18,00:00,229.20,229.20,224.80,227.57,5816100,0
Сбербанк,07/12/18,00:00,226.76,228.45,225.10,226.60,4048813,0
Сбербанк,07/13/18,00:00,227.30,230.86,227.22,229.85,3965127,0
Сбербанк,07/16/18,00:00,230.10,231.00,226.42,227.99,3557963,0
Сбербанк,07/17/18,00:00,227.00,227.00,220.52,222.50,6258609,0
Сбербанк,07/18/18,00:00,222.00,224.00,215.64,216.28,6119729,0
Сбербанк,07/19/18,00:00,216.90,217.11,206.56,207.50,9333313,0
Сбербанк,07/20/18,00:00,207.77,210.95,201.10,204.34,12670219,0
Сбербанк,07/23/18,00:00,205.40,210.40,205.25,208.42,5527581,0
Сбербанк,07/24/18,00:00,209.00,215.45,208.92,215.45,5414229,0
Сбербанк,07/25/18,00:00,211.00,215.45,208.34,213.70,7686820,0
Сбербанк,07/26/18,00:00,215.70,216.51,209.11,210.00,5975467,0
Сбербанк,07/27/18,00:00,210.00,211.22,205.58,208.90,5862843,0
Сбербанк,07/30/18,00:00,207.77,212.49,206.56,211.33,4837273,0
Сбербанк,07/31/18,00:00,211.09,214.94,210.24,214.86,4526095,0
Сбербанк,08/01/18,00:00,213.50,215.20,210.57,210.60,3766665,0
Сбербанк,08/02/18,00:00,208.54,211.72,205.13,206.60,5811522,0
Сбербанк,08/03/18,00:00,206.49,206.55,202.00,202.21,7416512,0
Сбербанк,08/06/18,00:00,201.80,205.20,199.57,203.90,5273087,0
Сбербанк,08/07/18,00:00,205.19,207.95,201.55,201.79,6055337,0
Сбербанк,08/08/18,00:00,201.53,202.45,191.51,193.20,14207503,0
Сбербанк,08/09/18,00:00,189.99,195.90,182.06,195.90,16033649,0
Сбербанк,08/10/18,00:00,194.00,196.85,183.01,186.15,11359257,0
Сбербанк,08/13/18,00:00,182.05,193.39,180.15,190.00,10670107,0
Сбербанк,08/14/18,00:00,192.98,195.98,188.20,192.76,8275349,0
Сбербанк,08/15/18,00:00,192.35,194.00,186.53,187.98,7772528,0
Сбербанк,08/16/18,00:00,189.00,192.28,188.22,191.60,5468402,0
Сбербанк,08/17/18,00:00,191.83,192.43,188.59,189.55,4524269,0
Сбербанк,08/20/18,00:00,190.99,193.99,190.64,191.20,4944305,0
Сбербанк,08/21/18,00:00,192.00,192.34,189.55,191.80,4034960,0
Сбербанк,08/22/18,00:00,192.43,193.69,187.56,187.80,6639645,0
Сбербанк,08/23/18,00:00,188.44,189.06,178.55,178.71,14764898,0
Сбербанк,08/24/18,00:00,178.00,180.39,172.80,180.39,13326223,0
Сбербанк,08/27/18,00:00,181.47,183.83,180.52,183.27,5172147,0
Сбербанк,08/28/18,00:00,183.35,184.64,181.22,182.00,4961037,0
Сбербанк,08/29/18,00:00,182.77,183.85,181.31,183.50,3928510,0
Сбербанк,08/30/18,00:00,184.61,185.57,177.25,178.00,6628549,0
Сбербанк,08/31/18,00:00,177.61,182.00,175.61,182.00,6381412,0
Сбербанк,09/03/18,00:00,181.72,182.87,180.15,181.21,3127524,0
Сбербанк,09/04/18,00:00,182.00,182.49,177.71,179.50,5679411,0
Сбербанк,09/05/18,00:00,178.50,181.25,178.28,178.46,4450505,0
Сбербанк,09/06/18,00:00,177.25,180.18,175.00,175.00,4941991,0
Сбербанк,09/07/18,00:00,175.47,177.45,173.85,174.90,6853282,0
Сбербанк,09/10/18,00:00,175.03,175.97,169.85,171.21,7773054,0
Сбербанк,09/11/18,00:00,171.23,172.67,165.90,169.36,9327870,0
Сбербанк,09/12/18,00:00,170.20,175.19,169.40,173.90,9357414,0
Сбербанк,09/13/18,00:00,174.50,189.04,174.50,183.50,19491236,0
Сбербанк,09/14/18,00:00,185.00,189.00,182.53,188.71,12790827,0
Сбербанк,09/17/18,00:00,190.00,192.07,186.60,188.11,6702500,0
Сбербанк,09/18/18,00:00,188.30,192.69,186.51,191.65,8360187,0
Сбербанк,09/19/18,00:00,192.30,193.97,191.47,193.90,6106569,0
Сбербанк,09/20/18,00:00,194.30,197.73,191.16,191.16,13300444,0
Сбербанк,09/21/18,00:00,191.16,194.68,188.83,193.44,10918205,0
Сбербанк,09/24/18,00:00,194.60,199.06,194.29,198.75,7600050,0
Сбербанк,09/25/18,00:00,199.70,201.00,195.06,195.55,9005827,0
Сбербанк,09/26/18,00:00,195.52,197.40,193.59,195.79,6198853,0
Сбербанк,09/27/18,00:00,195.00,204.10,194.56,204.10,10133390,0
Сбербанк,09/28/18,00:00,204.93,205.67,200.10,203.32,10183941,0
Сбербанк,10/01/18,00:00,204.50,205.25,201.71,204.20,5501368,0
Сбербанк,10/02/18,00:00,205.16,205.98,198.62,199.50,7900343,0
Сбербанк,10/03/18,00:00,200.00,202.47,196.85,198.30,7667989,0
Сбербанк,10/04/18,00:00,197.91,198.19,189.25,189.35,8745118,0
Сбербанк,10/05/18,00:00,188.99,191.59,185.05,187.20,10327982,0
Сбербанк,10/08/18,00:00,187.00,193.60,182.51,191.85,8250265,0
Сбербанк,10/09/18,00:00,193.50,196.04,188.70,191.25,8612128,0
Сбербанк,10/10/18,00:00,192.00,195.12,188.81,189.89,6733662,0
Сбербанк,10/11/18,00:00,184.85,187.83,182.30,185.27,12536436,0
Сбербанк,10/12/18,00:00,187.80,192.16,187.61,191.85,6309351,0
Сбербанк,10/15/18,00:00,192.50,193.89,189.45,190.92,5422085,0
Сбербанк,10/16/18,00:00,190.02,196.20,189.00,196.05,6406108,0
Сбербанк,10/17/18,00:00,198.47,198.80,192.92,194.05,7902788,0
Сбербанк,10/18/18,00:00,193.50,194.20,190.80,191.00,4939485,0
Сбербанк,10/19/18,00:00,191.15,191.70,183.80,183.80,9695032,0
Сбербанк,10/22/18,00:00,184.86,187.72,180.03,180.70,9285416,0
Сбербанк,10/23/18,00:00,178.89,182.50,177.02,181.00,7790348,0
Сбербанк,10/24/18,00:00,182.50,189.25,180.50,188.01,10681496,0
Сбербанк,10/25/18,00:00,185.51,188.75,184.03,186.71,8011206,0
Сбербанк,10/26/18,00:00,185.77,185.85,178.27,181.00,9286823,0
Сбербанк,10/29/18,00:00,180.60,186.30,178.64,185.59,6127062,0
Сбербанк,10/30/18,00:00,183.88,186.82,181.74,184.78,6122700,0
Сбербанк,10/31/18,00:00,186.20,189.80,184.83,189.80,6689049,0
Сбербанк,11/01/18,00:00,189.50,191.36,186.70,188.67,7758839,0
Сбербанк,11/02/18,00:00,189.99,192.98,188.57,192.60,6932593,0
Сбербанк,11/06/18,00:00,194.50,197.85,193.73,197.80,6590463,0
Сбербанк,11/07/18,00:00,197.41,203.00,195.40,201.90,9863440,0
Сбербанк,11/08/18,00:00,201.98,204.70,200.10,202.89,9473693,0
Сбербанк,11/09/18,00:00,200.32,201.96,194.33,195.75,9609797,0
Сбербанк,11/12/18,00:00,197.97,201.85,196.40,196.82,8236226,0
Сбербанк,11/13/18,00:00,195.50,199.70,193.68,196.56,7863802,0
Сбербанк,11/14/18,00:00,195.21,199.56,193.18,199.20,8307181,0
Сбербанк,11/15/18,00:00,200.01,202.50,199.50,200.15,6237635,0
Сбербанк,11/16/18,00:00,201.12,203.50,198.71,199.26,6643428,0
Сбербанк,11/19/18,00:00,198.98,200.70,197.50,197.99,5055967,0
Сбербанк,11/20/18,00:00,197.30,197.80,191.81,194.21,6639219,0
Сбербанк,11/21/18,00:00,194.21,198.40,193.38,197.50,5847525,0
Сбербанк,11/22/18,00:00,198.00,200.01,195.92,199.40,4973102,0
Сбербанк,11/23/18,00:00,198.58,198.77,194.86,197.30,5098425,0
Сбербанк,11/26/18,00:00,197.50,197.79,185.53,188.50,11741260,0
Сбербанк,11/27/18,00:00,189.98,192.45,188.11,191.03,8781291,0
Сбербанк,11/28/18,00:00,191.60,193.27,189.45,190.20,6038388,0
Сбербанк,11/29/18,00:00,191.85,196.37,191.10,195.76,8323457,0
Сбербанк,11/30/18,00:00,194.00,194.25,191.22,194.00,6741149,0
Сбербанк,12/03/18,00:00,197.99,201.90,197.58,200.30,8182002,0
Сбербанк,12/04/18,00:00,200.30,200.70,196.93,199.00,5800675,0
Сбербанк,12/05/18,00:00,195.70,196.80,194.05,196.00,4977140,0
Сбербанк,12/06/18,00:00,194.00,194.23,190.11,192.19,6455699,0
Сбербанк,12/07/18,00:00,193.50,196.35,192.20,195.01,6400774,0
Сбербанк,12/10/18,00:00,192.75,193.92,190.39,191.80,6181501,0
Сбербанк,12/11/18,00:00,192.15,193.80,190.20,192.57,5487205,0
Сбербанк,12/12/18,00:00,193.30,193.90,190.45,190.45,5098804,0
Сбербанк,12/13/18,00:00,190.25,191.55,188.56,189.17,4351052,0
Сбербанк,12/14/18,00:00,188.50,189.10,183.73,184.93,7330775,0
Сбербанк,12/17/18,00:00,184.63,186.96,182.11,182.30,5987669,0
Сбербанк,12/18/18,00:00,180.59,186.60,180.37,186.60,8034262,0
Сбербанк,12/19/18,00:00,185.50,188.85,184.35,188.85,6195322,0
Сбербанк,12/20/18,00:00,186.00,191.82,185.31,189.30,8812307,0
Сбербанк,12/21/18,00:00,188.74,190.05,185.70,186.79,6063319,0
Сбербанк,12/24/18,00:00,186.10,187.26,183.51,184.30,3258755,0
Сбербанк,12/25/18,00:00,182.42,183.47,179.04,183.30,3473245,0
Сбербанк,12/26/18,00:00,183.90,185.50,182.35,183.40,3012990,0
Сбербанк,12/27/18,00:00,187.40,187.40,184.18,185.00,4752712,0
Сбербанк,12/28/18,00:00,185.78,187.22,184.98,186.50,3983109,0
Сбербанк,12/29/18,00:00,186.90,187.00,185.31,186.30,916760,0
Сбербанк,01/03/19,00:00,186.37,191.50,186.00,186.99,4024919,0
Сбербанк,01/04/19,00:00,188.00,190.99,187.77,190.99,3258336,0
Сбербанк,01/08/19,00:00,191.65,193.18,190.37,191.24,3885656,0
Сбербанк,01/09/19,00:00,192.71,197.00,192.10,197.00,7070782,0
Сбербанк,01/10/19,00:00,196.25,197.64,195.03,196.75,5637878,0
Сбербанк,01/11/19,00:00,197.11,198.96,195.61,196.80,6381114,0
Сбербанк,01/14/19,00:00,195.70,197.44,194.00,196.80,4477407,0
Сбербанк,01/15/19,00:00,197.40,198.84,195.91,198.00,5321718,0
Сбербанк,01/16/19,00:00,198.64,201.30,198.02,201.26,6246927,0
Сбербанк,01/17/19,00:00,201.66,203.55,201.05,203.32,5998942,0
Сбербанк,01/18/19,00:00,204.60,208.44,203.83,208.44,7433524,0
Сбербанк,01/21/19,00:00,208.91,210.20,207.17,207.17,5552301,0
Сбербанк,01/22/19,00:00,206.66,208.88,205.63,207.95,5136156,0
Сбербанк,01/23/19,00:00,207.78,212.00,207.52,210.40,7976556,0
Сбербанк,01/24/19,00:00,210.40,213.43,208.55,212.20,7853719,0
Сбербанк,01/25/19,00:00,212.76,214.14,211.01,212.00,5884466,0
Сбербанк,01/28/19,00:00,212.00,213.30,207.63,209.70,5653730,0
Сбербанк,01/29/19,00:00,209.71,214.49,206.91,213.61,6396321,0
Сбербанк,01/30/19,00:00,213.80,215.70,212.22,213.14,5931990,0
Сбербанк,01/31/19,00:00,215.17,218.10,214.67,217.90,8034474,0
Сбербанк,02/01/19,00:00,218.00,218.70,215.01,216.29,5551206,0
Сбербанк,02/04/19,00:00,216.25,217.14,215.06,215.50,4092553,0
Сбербанк,02/05/19,00:00,216.00,218.55,214.61,217.85,4669097,0
Сбербанк,02/06/19,00:00,217.90,218.15,215.41,216.59,4615550,0
Сбербанк,02/07/19,00:00,216.00,216.65,210.60,211.01,6924850,0
Сбербанк,02/08/19,00:00,210.00,211.93,208.70,210.43,5179902,0
Сбербанк,02/11/19,00:00,211.00,214.72,210.80,214.00,4965778,0
Сбербанк,02/12/19,00:00,214.80,219.45,214.60,219.10,7372405,0
Сбербанк,02/13/19,00:00,219.62,220.70,213.10,213.90,8522894,0
Сбербанк,02/14/19,00:00,208.50,209.85,201.70,204.43,15583053,0
Сбербанк,02/15/19,00:00,205.92,209.00,205.52,208.00,7921327,0
Сбербанк,02/18/19,00:00,208.83,209.73,203.20,204.19,7665822,0
Сбербанк,02/19/19,00:00,203.60,205.60,201.10,202.08,6670509,0
Сбербанк,02/20/19,00:00,203.90,206.89,203.23,206.89,6681318,0
Сбербанк,02/21/19,00:00,207.55,207.87,202.30,203.41,6815904,0
Сбербанк,02/22/19,00:00,203.61,206.10,203.03,205.25,4576864,0
Сбербанк,02/25/19,00:00,205.50,208.60,204.20,205.86,7092978,0
Сбербанк,02/26/19,00:00,204.80,205.80,202.90,205.80,5082902,0
Сбербанк,02/27/19,00:00,206.05,206.90,203.90,205.40,5414626,0
Сбербанк,02/28/19,00:00,205.00,208.89,204.16,207.80,6234023,0
Сбербанк,03/01/19,00:00,208.48,209.00,206.10,206.54,4610611,0
Сбербанк,03/04/19,00:00,207.00,207.50,205.25,205.50,3166110,0
Сбербанк,03/05/19,00:00,204.90,204.90,202.25,202.92,4642292,0
Сбербанк,03/06/19,00:00,202.74,205.70,202.60,205.00,5294022,0
Сбербанк,03/07/19,00:00,205.10,206.67,203.50,203.95,4607975,0
Сбербанк,03/11/19,00:00,203.20,205.60,202.56,205.25,4248458,0
Сбербанк,03/12/19,00:00,206.50,206.89,204.40,205.10,4229262,0
Сбербанк,03/13/19,00:00,204.69,206.00,203.80,206.00,2853688,0
Сбербанк,03/14/19,00:00,205.60,206.38,203.50,203.66,4387939,0
Сбербанк,03/15/19,00:00,204.20,204.95,203.55,203.55,3595326,0
Сбербанк,03/18/19,00:00,204.25,206.14,204.11,205.90,4085452,0
